image_size_mb,strategy,policy,optimal_sats,optimal_data_mb,mr_1_to_50,mr_50_to_100,mr_100_to_200,data_1,data_50,data_100,data_200
2.799,close-spaced,roundrobin,50,23570.326890000004,134.6374926734695,-0.00321698000007018,-0.12452109000001656,16973.089749,23570.326890000004,23570.166041,23557.713932
2.799,close-spaced,random,50,23575.338185,134.73976400000004,-0.0412789000000339,0.1573289300000033,16973.089749,23575.338185,23573.27424,23589.007133
2.799,frame-spaced,sticky,200,31227.545713000003,68.35420881632658,72.51566072000001,72.79316696000002,16973.089749,20322.445981,23948.229017,31227.545713000003
2.799,frame-spaced,fifo,200,35558.063627,202.148400877551,66.20999168000009,53.69202651,16973.089749,26878.361392,30188.860976000004,35558.063627
2.799,frame-spaced,roundrobin,200,35552.399715,202.148400877551,66.20999168000009,53.63538738999996,16973.089749,26878.361392,30188.860976000004,35552.399715
2.799,frame-spaced,random,200,37574.108526,204.79250367346938,74.23105408000004,68.54633393000003,16973.089749,27007.922429,30719.475133,37574.108526
2.799,orbit-spaced,sticky,50,290591.961361,5584.058604326531,-13.60399413999985,-10.869630660000258,16973.089749,290591.961361,289911.76165400003,288824.798588
2.799,orbit-spaced,fifo,50,277698.096053,5320.918496,-162.6756363800005,-55.65723757,16973.089749,277698.096053,269564.314234,263998.590477
2.799,orbit-spaced,roundrobin,50,274333.976075,5252.2629862448985,-161.21284590000053,-42.72211419999978,16973.089749,274333.976075,266273.33378,262001.12236
2.799,orbit-spaced,random,200,306438.58226899995,5764.493548408163,54.56369457999943,42.77123918999976,16973.089749,299433.273621,302161.45835,306438.58226899995
28.0,close-spaced,sticky,50,23534.948792,0.8591375102040896,-3.78400000045076e-05,-5.099999980302528e-06,23492.851054,23534.948792,23534.9469,23534.94639
28.0,close-spaced,fifo,50,23534.949902,0.8591601632653357,-5.20200000028126e-05,-6.8599999940488485e-06,23492.851054,23534.949902,23534.947301,23534.946615
28.0,close-spaced,roundrobin,50,23534.949902,0.8591601632653357,-5.20200000028126e-05,-6.8599999940488485e-06,23492.851054,23534.949902,23534.947301,23534.946615
28.0,close-spaced,random,100,23535.005736000003,0.8598368775510978,0.0004535000000032596,-2.1330000017769634e-05,23492.851054,23534.983061000003,23535.005736000003,23535.003603
28.0,frame-spaced,sticky,200,34721.416826,54.9056129387756,56.203644239999925,57.280085260000014,23492.851054,26183.226088000003,28993.4083,34721.416826
28.0,frame-spaced,fifo,200,35931.734688,73.03679089795926,67.84213893999993,54.679739329999975,23492.851054,27071.653808000003,30463.760755,35931.734688
28.0,frame-spaced,roundrobin,200,35327.918695,73.03679089795926,67.84213893999993,48.64157940000001,23492.851054,27071.653808000003,30463.760755,35327.918695
28.0,frame-spaced,random,200,37095.39868,79.42096873469393,66.95966283999995,63.62937016,23492.851054,27384.478522,30732.461664,37095.39868
28.0,orbit-spaced,sticky,50,288963.656112,5417.771531795919,-201.8547448199999,-39.220954829999826,23492.851054,288963.656112,278870.918871,274948.823388
28.0,orbit-spaced,fifo,50,281394.37466,5263.296400122448,-259.13859995999957,-57.91238585999992,23492.851054,281394.37466,268437.444662,262646.206076
28.0,orbit-spaced,roundrobin,50,281880.389701,5273.215074428572,-247.68324938000063,-62.8494342299999,23492.851054,281880.389701,269496.227232,263211.283809
28.0,orbit-spaced,random,50,305779.14613500005,5760.94479757143,-3.240950020001037,4.540223640000331,23492.851054,305779.14613500005,305617.098634,306071.120998
